1,14/06/2023,1,1,1,10,625000.0
2,15/06/2023,1,1,1,10,550000.0
3,16/06/2023,1,1,1,10,500000.0
4,17/06/2023,1,1,1,10,550000.0
5,18/06/2023,1,1,1,10,550000.0
6,19/06/2023,1,1,1,10,500000.0
7,20/06/2023,1,1,1,10,550000.0
8,21/06/2023,1,1,1,10,550000.0
9,22/06/2023,1,1,1,10,500000.0
10,14/06/2023,1,1,2,10,950000.0
11,15/06/2023,1,1,2,10,900000.0
12,16/06/2023,1,1,2,10,925000.0
13,17/06/2023,1,1,2,10,950000.0
14,18/06/2023,1,1,2,10,990000.0
15,19/06/2023,1,1,2,10,900000.0
16,20/06/2023,1,1,2,10,950000.0
17,21/06/2023,1,1,2,10,970000.0
18,22/06/2023,1,1,2,10,890000.0
19,14/06/2023,1,1,3,10,1200000.0
20,15/06/2023,1,1,3,10,1250000.0
21,16/06/2023,1,1,3,10,1150000.0
22,17/06/2023,1,1,3,10,1200000.0
23,18/06/2023,1,1,3,10,1100000.0
24,19/06/2023,1,1,3,10,1220000.0
25,20/06/2023,1,1,3,10,1150000.0
26,21/06/2023,1,1,3,10,1270000.0
27,22/06/2023,1,1,3,10,1400000.0
28,14/06/2023,1,1,4,10,400000.0
29,15/06/2023,1,1,4,10,450000.0
30,16/06/2023,1,1,4,10,500000.0
31,17/06/2023,1,1,4,10,400000.0
32,18/06/2023,1,1,4,10,450000.0
33,19/06/2023,1,1,4,10,480000.0
34,20/06/2023,1,1,4,10,450000.0
35,21/06/2023,1,1,4,10,500000.0
36,22/06/2023,1,1,4,10,550000.0
37,14/06/2023,2,1,7,10,600000.0
38,15/06/2023,2,1,7,10,650000.0
39,16/06/2023,2,1,7,10,670000.0
40,17/06/2023,2,1,7,10,650000.0
41,18/06/2023,2,1,7,10,680000.0
42,19/06/2023,2,1,7,10,650000.0
43,20/06/2023,2,1,7,10,650000.0
44,21/06/2023,2,1,7,10,450000.0
45,14/06/2023,2,1,8,10,560000.0
46,17/06/2023,2,1,8,10,660000.0
47,19/06/2023,2,1,8,10,560000.0
48,22/06/2023,2,1,8,8,680000.0
49,23/06/2023,2,1,8,8,675000.0
50,14/06/2023,2,1,9,10,800000.0
51,15/06/2023,2,1,9,10,820000.0
52,16/06/2023,2,1,9,10,800000.0
53,17/06/2023,2,1,9,10,800000.0
54,21/06/2023,2,1,9,10,840000.0
55,22/06/2023,2,1,9,8,880000.0
56,23/06/2023,2,1,9,8,800000.0
57,24/06/2023,2,1,9,10,790000.0
58,14/06/2023,3,1,12,10,400000.0
59,15/06/2023,3,1,12,10,450000.0
60,16/06/2023,3,1,12,10,450000.0
61,17/06/2023,3,1,12,10,450000.0
62,18/06/2023,3,1,12,10,450000.0
63,20/06/2023,3,1,12,10,395000.0
64,16/06/2023,3,1,13,10,600000.0
65,17/06/2023,3,1,13,10,650000.0
66,18/06/2023,3,1,13,10,630000.0
67,16/06/2023,3,1,14,10,2100000.0
68,18/06/2023,3,1,14,10,2300000.0
69,19/06/2023,3,1,14,10,2100000.0
70,20/06/2023,3,1,14,10,2200000.0
71,16/06/2023,4,1,16,10,2000000.0
72,17/06/2023,4,1,16,10,2100000.0
73,18/06/2023,4,1,16,10,2300000.0
74,19/06/2023,4,1,16,10,2250000.0
75,20/06/2023,4,1,16,10,1950000.0
76,15/06/2023,4,1,17,10,400000.0
77,16/06/2023,4,1,17,10,450000.0
78,17/06/2023,4,1,17,10,500000.0
79,18/06/2023,4,1,17,10,670000.0
80,19/07/2023,4,1,17,10,400000.0
81,20/06/2023,4,1,17,10,560000.0
82,21/06/2023,4,1,17,10,650000.0
83,16/06/2023,4,1,20,10,800000.0
84,20/07/2023,1,1,1,5,550000.0
85,17/06/2023,4,1,20,10,880000.0
86,18/06/2023,4,1,20,8,850000.0
87,19/06/2023,4,1,20,8,880000.0
88,20/06/2023,4,1,20,8,890000.0
89,21/06/2023,4,1,20,6,870000.0
90,22/06/2023,4,1,20,6,790000.0
91,17/06/2023,4,1,21,10,1250000.0
92,18/06/2023,4,1,21,7,1200000.0
93,19/06/2023,4,1,21,7,1200000.0
94,20/06/2023,4,1,21,7,1200000.0
95,21/06/2023,4,1,21,5,1200000.0
96,22/06/2023,4,1,21,5,1200000.0
97,23/06/2023,4,1,21,10,1200000.0
98,24/06/2023,4,1,21,10,1200000.0
99,18/06/2023,5,1,22,10,3000000.0
100,19/06/2023,5,1,22,10,3000000.0
101,20/06/2023,5,1,22,10,3000000.0
102,21/06/2023,5,1,22,7,3000000.0
103,22/06/2023,5,1,22,7,3000000.0
104,23/06/2023,5,1,22,5,3000000.0
105,24/06/2023,5,1,22,8,3000000.0
106,25/06/2023,5,1,22,10,3000000.0
107,26/06/2023,5,1,22,10,3000000.0
108,27/06/2023,5,1,22,10,3000000.0
109,18/06/2023,5,1,23,10,2500000.0
110,19/06/2023,5,1,23,10,2500000.0
111,20/06/2023,5,1,23,10,2500000.0
112,21/06/2023,5,1,23,7,2500000.0
113,22/06/2023,5,1,23,7,2500000.0
114,23/06/2023,5,1,23,5,2500000.0
115,24/06/2023,5,1,23,8,2500000.0
116,25/06/2023,5,1,24,10,2500000.0
117,26/06/2023,5,1,24,10,2500000.0
118,27/06/2023,5,1,24,10,2500000.0
119,28/06/2023,5,1,24,10,2500000.0
